iter	Passed	Remaining
1667	23372	4652
1668	23392	4639
1669	23406	4625
1670	23422	4611
1671	23440	4598
1672	23457	4584
1673	23474	4571
1674	23494	4558
1675	23512	4545
1676	23525	4531
1677	23543	4517
1678	23557	4503
1679	23573	4490
1680	23585	4475
1681	23598	4461
1682	23612	4447
1683	23628	4433
1684	23643	4420
1685	23657	4405
1686	23673	4392
1687	23695	4379
1688	23710	4365
1689	23733	4353
1690	23750	4339
1691	23769	4326
1692	23789	4313
1693	23807	4300
1694	23823	4286
1695	23841	4273
1696	23856	4259
1697	23870	4245
1698	23885	4231
1699	23901	4217
1700	23918	4204
1701	23932	4190
1702	23946	4176
1703	23960	4162
1704	23976	4148
1705	23990	4134
1706	24007	4120
1707	24021	4106
1708	24040	4093
1709	24059	4080
1710	24079	4067
1711	24098	4053
1712	24112	4039
1713	24140	4028
1714	24155	4014
1715	24171	4000
1716	24184	3986
1717	24200	3972
1718	24216	3958
1719	24232	3944
1720	24250	3931
1721	24269	3918
1722	24284	3904
1723	24303	3890
1724	24324	3877
1725	24337	3863
1726	24356	3850
1727	24380	3837
1728	24402	3824
1729	24421	3811
1730	24436	3797
1731	24452	3783
1732	24467	3769
1733	24491	3757
1734	24506	3743
1735	24521	3729
1736	24535	3714
1737	24554	3701
1738	24570	3687
1739	24589	3674
1740	24606	3660
1741	24627	3647
1742	24647	3634
1743	24661	3620
1744	24679	3606
1745	24699	3593
1746	24715	3579
1747	24729	3565
1748	24749	3551
1749	24771	3538
1750	24785	3524
1751	24802	3510
1752	24818	3497
1753	24832	3482
1754	24846	3468
1755	24859	3454
1756	24872	3439
1757	24887	3425
1758	24903	3412
1759	24916	3397
1760	24928	3383
1761	24940	3368
1762	24955	3354
1763	24967	3340
1764	24981	3326
1765	24993	3311
1766	25007	3297
1767	25022	3283
1768	25039	3269
1769	25054	3255
1770	25066	3241
1771	25079	3226
1772	25091	3212
1773	25108	3198
1774	25120	3184
1775	25137	3170
1776	25151	3156
1777	25165	3142
1778	25179	3127
1779	25193	3113
1780	25205	3099
1781	25217	3084
1782	25236	3071
1783	25255	3057
1784	25271	3043
1785	25291	3030
1786	25309	3016
1787	25328	3003
1788	25346	2989
1789	25361	2975
1790	25373	2960
1791	25387	2946
1792	25399	2932
1793	25410	2917
1794	25425	2903
1795	25443	2890
1796	25456	2875
1797	25469	2861
1798	25484	2847
1799	25499	2833
1800	25512	2818
1801	25526	2804
1802	25541	2790
1803	25556	2776
1804	25570	2762
1805	25582	2748
1806	25596	2733
1807	25612	2719
1808	25627	2705
1809	25639	2691
1810	25656	2677
1811	25669	2663
1812	25683	2649
1813	25697	2634
1814	25715	2621
1815	25730	2607
1816	25743	2592
1817	25757	2578
1818	25772	2564
1819	25787	2550
1820	25802	2536
1821	25818	2522
1822	25832	2508
1823	25844	2493
1824	25858	2479
1825	25875	2465
1826	25896	2452
1827	25911	2438
1828	25926	2423
1829	25943	2410
1830	25955	2395
1831	25968	2381
1832	25985	2367
1833	25999	2353
1834	26012	2338
1835	26026	2324
1836	26038	2310
1837	26056	2296
1838	26071	2282
1839	26086	2268
1840	26098	2254
1841	26111	2239
1842	26123	2225
1843	26136	2211
1844	26154	2197
1845	26169	2183
1846	26187	2169
1847	26201	2155
1848	26217	2141
1849	26231	2126
1850	26245	2112
1851	26259	2098
1852	26270	2084
1853	26285	2069
1854	26298	2055
1855	26313	2041
1856	26329	2027
1857	26342	2013
1858	26357	1999
1859	26371	1984
1860	26383	1970
1861	26397	1956
1862	26409	1942
1863	26423	1927
1864	26438	1913
1865	26454	1899
1866	26471	1885
1867	26486	1871
1868	26501	1857
1869	26515	1843
1870	26533	1829
1871	26549	1815
1872	26563	1801
1873	26575	1786
1874	26592	1772
1875	26605	1758
1876	26621	1744
1877	26633	1730
1878	26651	1716
1879	26671	1702
1880	26687	1688
1881	26707	1674
1882	26734	1661
1883	26748	1646
1884	26764	1632
1885	26777	1618
1886	26794	1604
1887	26808	1590
1888	26828	1576
1889	26847	1562
1890	26863	1548
1891	26877	1534
1892	26891	1520
1893	26903	1505
1894	26919	1491
1895	26936	1477
1896	26954	1463
1897	26971	1449
1898	26989	1435
1899	27003	1421
1900	27017	1407
1901	27031	1392
1902	27048	1378
1903	27061	1364
1904	27075	1350
1905	27090	1336
1906	27105	1321
1907	27121	1307
1908	27143	1293
1909	27162	1279
1910	27175	1265
1911	27192	1251
1912	27211	1237
1913	27229	1223
1914	27245	1209
1915	27259	1195
1916	27278	1181
1917	27293	1166
1918	27309	1152
1919	27325	1138
1920	27343	1124
1921	27363	1110
1922	27383	1096
1923	27399	1082
1924	27413	1068
1925	27429	1053
1926	27444	1039
1927	27461	1025
1928	27474	1011
1929	27491	997
1930	27507	982
1931	27523	968
1932	27539	954
1933	27555	940
1934	27570	926
1935	27582	911
1936	27595	897
1937	27612	883
1938	27625	869
1939	27639	854
1940	27652	840
1941	27665	826
1942	27684	812
1943	27701	797
1944	27720	783
1945	27734	769
1946	27746	755
1947	27759	741
1948	27773	726
1949	27786	712
1950	27800	698
1951	27816	684
1952	27829	669
1953	27843	655
1954	27861	641
1955	27877	627
1956	27891	612
1957	27903	598
1958	27918	584
1959	27930	570
1960	27947	555
1961	27963	541
1962	27980	527
1963	27992	513
1964	28011	498
1965	28026	484
1966	28044	470
1967	28061	456
1968	28075	442
1969	28087	427
1970	28100	413
1971	28115	399
1972	28130	384
1973	28144	370
1974	28160	356
1975	28173	342
1976	28189	327
1977	28204	313
1978	28220	299
1979	28233	285
1980	28251	270
1981	28265	256
1982	28280	242
1983	28294	228
1984	28306	213
1985	28319	199
1986	28335	185
1987	28352	171
1988	28369	156
1989	28388	142
1990	28403	128
1991	28419	114
1992	28437	99
1993	28449	85
1994	28464	71
1995	28476	57
1996	28491	42
1997	28510	28
1998	28525	14
1999	28547	0
