iter	RMSE
1514	0.4281302265
1515	0.4281205588
1516	0.4281098668
1517	0.4281044612
1518	0.4280988174
1519	0.4280942928
1520	0.4280898633
1521	0.4280827428
1522	0.4280774559
1523	0.428071907
1524	0.4280671916
1525	0.4280617616
1526	0.428055498
1527	0.4280509253
1528	0.4280460667
1529	0.4280407556
1530	0.42803523
1531	0.4280301807
1532	0.428025703
1533	0.428019558
1534	0.42800853
1535	0.4280043617
1536	0.4279924044
1537	0.4279879978
1538	0.4279812805
1539	0.4279763021
1540	0.4279645822
1541	0.4279593177
1542	0.4279541246
1543	0.4279494078
1544	0.4279449531
1545	0.4279400933
1546	0.4279359243
1547	0.4279317553
1548	0.4279206536
1549	0.4279149836
1550	0.4279094564
1551	0.4279004031
1552	0.4278949948
1553	0.4278893244
1554	0.4278805328
1555	0.4278744571
1556	0.4278641402
1557	0.4278580644
1558	0.4278528938
1559	0.4278470323
1560	0.4278428862
1561	0.4278351421
1562	0.4278306861
1563	0.4278246813
1564	0.4278208924
1565	0.427815507
1566	0.4278114321
1567	0.4278033776
1568	0.4277940361
1569	0.4277845275
1570	0.4277797851
1571	0.4277683935
1572	0.4277638415
1573	0.4277566203
1574	0.427750233
1575	0.4277415339
1576	0.4277362189
1577	0.4277301412
1578	0.4277234676
1579	0.4277187006
1580	0.4277095003
1581	0.4277048523
1582	0.427695461
1583	0.4276900501
1584	0.427685688
1585	0.4276813974
1586	0.427671052
1587	0.4276629472
1588	0.4276577505
1589	0.4276493355
1590	0.4276438049
1591	0.4276393708
1592	0.4276340307
1593	0.4276293343
1594	0.4276230882
1595	0.4276129322
1596	0.4276038964
1597	0.4275990089
1598	0.4275942644
1599	0.4275859435
1600	0.4275815089
1601	0.4275776702
1602	0.4275705888
1603	0.427559907
1604	0.4275542321
1605	0.4275452905
1606	0.4275409508
1607	0.4275361579
1608	0.427529362
1609	0.4275197045
1610	0.4275114299
1611	0.427506136
1612	0.4274981949
1613	0.4274885605
1614	0.4274816446
1615	0.427478139
1616	0.4274730831
1617	0.4274684564
1618	0.4274643306
1619	0.4274589645
1620	0.427449043
1621	0.4274416257
1622	0.4274354961
1623	0.4274302966
1624	0.4274208277
1625	0.4274137437
1626	0.4274087586
1627	0.4274044175
1628	0.4274000286
1629	0.4273949718
1630	0.4273864801
1631	0.4273825204
1632	0.4273767955
1633	0.4273721201
1634	0.4273667767
1635	0.4273554218
1636	0.4273489093
1637	0.4273398919
1638	0.4273318046
1639	0.427326914
1640	0.4273218802
1641	0.427317228
1642	0.4273105479
1643	0.4273060865
1644	0.4273007185
1645	0.4272948732
1646	0.4272912228
1647	0.4272869998
1648	0.4272819655
1649	0.4272758814
1650	0.4272659557
1651	0.4272545504
1652	0.4272418562
1653	0.4272369885
1654	0.4272323593
1655	0.427226871
1656	0.4272195452
1657	0.4272146771
1658	0.427210167
1659	0.427198617
1660	0.4271890475
1661	0.4271828904
1662	0.4271754445
1663	0.4271700987
1664	0.4271647767
1665	0.4271581419
1666	0.427152414
1667	0.4271483089
1668	0.4271424377
1669	0.4271320077
1670	0.4271239165
1671	0.4271188325
1672	0.4271130802
1673	0.4271086406
1674	0.4271040816
1675	0.4270995942
1676	0.4270909772
1677	0.4270843175
1678	0.4270798298
1679	0.4270751035
1680	0.4270635498
1681	0.4270583697
1682	0.4270518765
1683	0.4270468872
1684	0.4270396777
1685	0.4270299136
1686	0.4270223457
1687	0.4270178335
1688	0.4270092866
1689	0.4270045594
1690	0.4270000948
1691	0.4269948184
1692	0.4269892554
1693	0.4269836446
1694	0.4269787023
1695	0.4269737837
1696	0.4269667879
1697	0.4269538703
1698	0.4269473278
1699	0.4269374183
1700	0.4269307562
1701	0.426919318
1702	0.4269078796
1703	0.4268961065
1704	0.4268888228
1705	0.4268828763
1706	0.4268781955
1707	0.4268674724
1708	0.4268622899
1709	0.4268579432
1710	0.4268522591
1711	0.4268474107
1712	0.4268346806
1713	0.4268294499
1714	0.4268222129
1715	0.4268110823
1716	0.4267994021
1717	0.4267948159
1718	0.4267843296
1719	0.4267767335
1720	0.4267720515
1721	0.4267673934
1722	0.4267569781
1723	0.4267526781
1724	0.4267478286
1725	0.4267383446
1726	0.4267272596
1727	0.4267214781
1728	0.4267165327
1729	0.4267128058
1730	0.426699331
1731	0.426687815
1732	0.4266807427
1733	0.4266754146
1734	0.4266640174
1735	0.426659143
1736	0.4266520703
1737	0.4266462639
1738	0.4266397884
1739	0.4266359651
1740	0.4266321658
1741	0.4266267175
1742	0.4266222729
1743	0.4266135746
1744	0.4266097511
1745	0.4266045177
1746	0.4265968944
1747	0.4265842285
1748	0.4265796878
1749	0.4265750993
1750	0.4265645598
1751	0.4265598755
1752	0.4265525143
1753	0.4265417831
1754	0.4265304062
1755	0.4265199134
1756	0.4265079862
1757	0.426503134
1758	0.4264983773
1759	0.4264897482
1760	0.4264815253
1761	0.4264746408
1762	0.4264686647
1763	0.4264570468
1764	0.4264485125
1765	0.4264390935
1766	0.4264342883
1767	0.4264302958
1768	0.4264263273
1769	0.4264214263
1770	0.4264102614
1771	0.4264057667
1772	0.426396514
1773	0.426391015
1774	0.4263823359
1775	0.4263780561
1776	0.4263721981
1777	0.4263672965
1778	0.4263627774
1779	0.4263578279
1780	0.4263490285
1781	0.4263377661
1782	0.4263321706
1783	0.4263268859
1784	0.4263221034
1785	0.4263176795
1786	0.4263110554
1787	0.4263071575
1788	0.4262991224
1789	0.4262928329
1790	0.4262855628
1791	0.4262775751
1792	0.4262673392
1793	0.4262569356
1794	0.4262486603
1795	0.4262436377
1796	0.4262351709
1797	0.4262296936
1798	0.4262245512
1799	0.4262188586
1800	0.4262118264
1801	0.4262053682
1802	0.4262001776
1803	0.426195585
1804	0.4261894853
1805	0.4261793908
1806	0.4261703007
1807	0.4261619521
1808	0.4261578614
1809	0.4261492015
1810	0.4261447997
1811	0.4261368811
1812	0.426130972
1813	0.4261246561
1814	0.4261163544
1815	0.42611267
1816	0.4261058274
1817	0.4260993915
1818	0.4260915439
1819	0.426085371
1820	0.4260801072
1821	0.4260751544
1822	0.4260686701
1823	0.4260563953
1824	0.4260500304
1825	0.4260460823
1826	0.4260406026
1827	0.4260322992
1828	0.4260261733
1829	0.4260209566
1830	0.4260116957
1831	0.4260044447
1832	0.426000879
1833	0.4259934125
1834	0.4259840073
1835	0.4259780961
1836	0.4259700308
1837	0.4259666563
1838	0.4259620611
1839	0.425958519
1840	0.4259477728
1841	0.4259399942
1842	0.4259293432
1843	0.4259199606
1844	0.4259151256
1845	0.4259116788
1846	0.4259056708
1847	0.4258984899
1848	0.4258944445
1849	0.4258901119
1850	0.4258839361
1851	0.4258752227
1852	0.4258655037
1853	0.4258598542
1854	0.4258514755
1855	0.4258464961
1856	0.4258427854
1857	0.4258355794
1858	0.4258293789
1859	0.4258240879
1860	0.42581511
1861	0.42580855
1862	0.4258012477
1863	0.4257908806
1864	0.4257871934
1865	0.4257808724
1866	0.4257743118
1867	0.4257661948
1868	0.4257587481
1869	0.4257499603
1870	0.4257460094
1871	0.4257421542
1872	0.4257345873
1873	0.425725368
1874	0.425720459
1875	0.4257091559
1876	0.425704103
1877	0.4256928714
1878	0.4256887044
1879	0.4256817592
1880	0.4256754127
1881	0.4256715569
1882	0.4256653539
1883	0.4256561091
1884	0.4256521334
1885	0.4256426249
1886	0.4256371879
1887	0.4256285174
1888	0.4256237988
1889	0.4256189365
1890	0.4256148167
1891	0.4256077745
1892	0.4255983608
1893	0.4255886595
1894	0.42558418
1895	0.4255797964
1896	0.42557364
1897	0.4255691843
1898	0.4255615186
1899	0.4255527746
1900	0.4255463783
1901	0.4255403891
1902	0.4255352623
1903	0.4255303989
1904	0.4255210554
1905	0.4255172461
1906	0.4255139638
1907	0.4255087169
1908	0.4255035897
1909	0.4254987979
1910	0.4254943175
1911	0.4254868181
1912	0.4254821938
1913	0.4254770903
1914	0.4254723461
1915	0.4254614438
1916	0.425456963
1917	0.4254509965
1918	0.4254461562
1919	0.4254411241
1920	0.4254371223
1921	0.4254326173
1922	0.4254290468
1923	0.4254233196
1924	0.4254168254
1925	0.4254125598
1926	0.4254029981
1927	0.4253979415
1928	0.4253926931
1929	0.4253881877
1930	0.4253833945
1931	0.4253778105
1932	0.4253730652
1933	0.4253690628
1934	0.4253643413
1935	0.4253562405
1936	0.4253451914
1937	0.4253403739
1938	0.4253294682
1939	0.4253251298
1940	0.4253188978
1941	0.4253085669
1942	0.4253035332
1943	0.4252997699
1944	0.4252956709
1945	0.4252876167
1946	0.4252777404
1947	0.4252684873
1948	0.4252593298
1949	0.4252514187
1950	0.4252435554
1951	0.4252376099
1952	0.4252280922
1953	0.4252246878
1954	0.4252200367
1955	0.4252159849
1956	0.4252123646
1957	0.4252014557
1958	0.4251964447
1959	0.425184864
1960	0.4251814113
1961	0.4251766638
1962	0.4251717723
1963	0.4251615338
1964	0.4251561866
1965	0.4251491128
1966	0.425144365
1967	0.4251394013
1968	0.4251337181
1969	0.4251237903
1970	0.425115565
1971	0.4251103131
1972	0.4251045097
1973	0.4250981306
1974	0.4250934781
1975	0.4250887536
1976	0.4250838611
1977	0.4250789207
1978	0.4250749395
1979	0.4250691116
1980	0.4250633075
1981	0.4250538818
1982	0.4250499723
1983	0.4250445278
1984	0.4250341902
1985	0.4250277621
1986	0.4250237564
1987	0.4250194389
1988	0.4250152413
1989	0.4250097244
1990	0.4250062463
1991	0.4250016407
1992	0.4249969632
1993	0.4249862886
1994	0.4249821386
1995	0.4249725672
1996	0.424964051
1997	0.4249598049
1998	0.4249546231
1999	0.424949969
