iter	RMSE
203	0.4425603645
204	0.4425087388
205	0.4424551256
206	0.4424038332
207	0.4423464737
208	0.4422923567
209	0.4422386711
210	0.4421871462
211	0.4421357536
212	0.442093948
213	0.4420473647
214	0.4420047665
215	0.4419565821
216	0.441912568
217	0.4418655502
218	0.441816843
219	0.4417754226
220	0.4417345984
221	0.4416988251
222	0.4416651032
223	0.4416312864
224	0.4415856931
225	0.4415439971
226	0.4415086009
227	0.4414660893
228	0.4414217261
229	0.4413811232
230	0.4413364974
231	0.4412966721
232	0.4412567509
233	0.4412190211
234	0.4411885437
235	0.4411458396
236	0.4411079616
237	0.4410646256
238	0.4410334672
239	0.4409941695
240	0.4409618271
241	0.4409214131
242	0.4408919326
243	0.4408514197
244	0.4408272767
245	0.4407851157
246	0.4407426732
247	0.4407031181
248	0.4406687185
249	0.4406394988
250	0.4406023177
251	0.4405715894
252	0.4405462046
253	0.4405170461
254	0.4404902464
255	0.4404578901
256	0.4404212261
257	0.4403977077
258	0.4403653909
259	0.4403370076
260	0.4403006114
261	0.4402723629
262	0.4402446914
263	0.4402193572
264	0.4401990008
265	0.4401685687
266	0.4401360035
267	0.4401094585
268	0.4400880546
269	0.4400571051
270	0.4400299067
271	0.4400025907
272	0.439974995
273	0.4399522174
274	0.4399314083
275	0.4399088602
276	0.4398844569
277	0.4398584066
278	0.4398293416
279	0.439808944
280	0.4397803625
281	0.439757343
282	0.4397364552
283	0.4397165865
284	0.439682643
285	0.4396558156
286	0.4396260183
287	0.4395956625
288	0.439571149
289	0.4395464486
290	0.4395189634
291	0.4394953735
292	0.4394752387
293	0.4394483291
294	0.4394201649
295	0.4393899805
296	0.4393699105
297	0.4393510462
298	0.4393184668
299	0.4392967458
300	0.4392781801
301	0.4392617488
302	0.4392390038
303	0.4392201339
304	0.4391924193
305	0.4391757527
306	0.4391537693
307	0.4391401423
308	0.4391238219
309	0.4391042737
310	0.4390892289
311	0.439060322
312	0.4390381935
313	0.4390217764
314	0.4390004356
315	0.4389824611
316	0.4389551032
317	0.438930461
318	0.4389067698
319	0.4388932513
320	0.4388659807
321	0.4388502773
322	0.4388363389
323	0.4388187527
324	0.4388023041
325	0.4387852044
326	0.4387667797
327	0.4387479591
328	0.4387276971
329	0.4387097579
330	0.4386859618
331	0.4386615137
332	0.4386404807
333	0.4386214224
334	0.4386066167
335	0.4385910899
336	0.4385793283
337	0.4385650093
338	0.4385490162
339	0.4385326273
340	0.4385180046
341	0.4385055668
342	0.4384918964
343	0.4384735523
344	0.4384591602
345	0.4384460464
346	0.4384280027
347	0.4384132835
348	0.4383992149
349	0.4383849599
350	0.4383619833
351	0.4383472387
352	0.4383350984
353	0.438321725
354	0.4382978846
355	0.4382719959
356	0.4382517352
357	0.4382384291
358	0.4382203536
359	0.438201114
360	0.4381895979
361	0.4381776858
362	0.4381627954
363	0.4381470435
364	0.4381359447
365	0.438113118
366	0.438087009
367	0.4380722085
368	0.4380598744
369	0.4380457247
370	0.4380307366
371	0.4380175635
372	0.4380020391
373	0.437990378
374	0.4379789029
375	0.4379677067
376	0.4379460817
377	0.437932487
378	0.437918566
379	0.4378926316
380	0.437871841
381	0.4378583837
382	0.4378388955
383	0.4378181955
384	0.4377952591
385	0.4377838254
386	0.4377740215
387	0.4377532253
388	0.4377283059
389	0.4377175226
390	0.4377076007
391	0.4376948138
392	0.4376766227
393	0.4376602011
394	0.4376453396
395	0.4376338787
396	0.437622464
397	0.4376117014
398	0.4375931107
399	0.4375775946
400	0.437566528
401	0.4375522691
402	0.4375398737
403	0.4375270819
404	0.437516713
405	0.4374963008
406	0.4374829484
407	0.4374718328
408	0.4374506261
409	0.4374392766
410	0.4374202824
411	0.4374086757
412	0.437398071
413	0.4373859509
414	0.4373746697
415	0.4373572111
416	0.4373421762
417	0.4373270241
418	0.4373129672
419	0.4373013577
420	0.4372906105
421	0.4372805857
422	0.4372708871
423	0.4372607919
424	0.4372388522
425	0.4372246992
426	0.4372128075
427	0.437203737
428	0.4371938735
429	0.4371840097
430	0.4371678728
431	0.4371584282
432	0.4371395384
433	0.4371287639
434	0.4371121351
435	0.4371022462
436	0.4370850566
437	0.4370737443
438	0.4370653473
439	0.4370514919
440	0.4370382193
441	0.4370299616
442	0.437017808
443	0.436999682
444	0.4369871077
445	0.4369745563
446	0.4369590649
447	0.4369505957
448	0.4369387666
449	0.4369274738
450	0.436912844
451	0.4368976304
452	0.4368847498
453	0.4368757891
454	0.4368595941
455	0.4368493261
456	0.4368384044
457	0.4368300495
458	0.4368134094
459	0.4368039805
460	0.4367909571
461	0.4367800339
462	0.4367704642
463	0.4367509508
464	0.4367367586
465	0.4367184809
466	0.4367076493
467	0.4366997121
468	0.4366905609
469	0.4366808959
470	0.4366727248
471	0.4366640633
472	0.43664709
473	0.4366271274
474	0.4366179513
475	0.4366078177
476	0.4365929437
477	0.436572535
478	0.4365631709
479	0.4365563054
480	0.436541453
481	0.4365246151
482	0.4365081268
483	0.4364977804
484	0.4364891154
485	0.436479119
486	0.436470804
487	0.4364618114
488	0.4364525151
489	0.4364402053
490	0.43642925
491	0.436420934
492	0.4364086934
493	0.4363974102
494	0.4363889535
495	0.4363810106
496	0.4363739086
497	0.4363655448
498	0.4363513869
499	0.4363339341
500	0.4363247285
501	0.4363172751
502	0.4363067606
503	0.4362940027
504	0.4362837448
505	0.4362711965
506	0.4362559372
507	0.436247431
508	0.4362363773
509	0.4362258142
510	0.4362149236
511	0.4362046871
512	0.4361964604
513	0.4361882335
514	0.4361699795
515	0.436159368
516	0.4361514443
517	0.4361444554
518	0.4361360873
519	0.4361273917
520	0.4361196311
521	0.4361110988
522	0.4361024963
523	0.4360948988
524	0.4360869038
525	0.4360788618
526	0.4360645309
527	0.4360539402
528	0.4360379485
529	0.4360309578
530	0.4360228914
531	0.4360090965
532	0.4360026898
533	0.4359935006
534	0.435985036
535	0.4359772261
536	0.4359659785
537	0.4359584722
538	0.4359522519
539	0.4359446752
540	0.4359363967
541	0.4359255457
542	0.4359192314
543	0.4359118879
544	0.4359047315
545	0.4358970136
546	0.4358896231
547	0.4358814371
548	0.4358742568
549	0.435861229
550	0.4358530893
551	0.4358460489
552	0.4358361312
553	0.4358189853
554	0.4358099793
555	0.4357947506
556	0.4357870074
557	0.435777837
558	0.4357720118
559	0.4357618118
560	0.4357529918
561	0.4357351173
562	0.4357218514
563	0.4357138027
564	0.4357064792
565	0.4356986876
566	0.4356833848
567	0.4356746334
568	0.4356676369
569	0.4356565452
570	0.4356461786
571	0.4356358819
572	0.4356283699
573	0.435612503
574	0.4356048267
575	0.4355965887
576	0.4355852377
577	0.4355777248
578	0.4355688308
579	0.4355615751
580	0.4355482337
581	0.4355334406
582	0.435526746
583	0.4355206834
584	0.4355067321
585	0.4354906267
586	0.4354812862
587	0.4354671229
588	0.4354566815
589	0.4354501263
590	0.435442775
591	0.4354347679
592	0.4354230849
593	0.435408709
594	0.4353951756
595	0.4353852242
596	0.4353715495
597	0.4353630729
598	0.4353549708
599	0.435342185
600	0.4353263545
601	0.4353192586
602	0.4353107576
603	0.435302631
604	0.435296214
605	0.4352860964
606	0.435277946
607	0.4352646427
608	0.4352525804
609	0.4352437735
610	0.4352356223
611	0.4352285718
612	0.4352180077
613	0.4352061783
614	0.4351948171
615	0.4351877426
616	0.4351810427
617	0.4351745068
618	0.4351663074
619	0.4351524384
620	0.4351366244
621	0.4351222859
622	0.4351123752
623	0.4350980827
624	0.4350872811
625	0.4350756122
626	0.435069965
627	0.4350624198
628	0.4350535154
629	0.435040791
630	0.4350320033
631	0.4350219499
632	0.4350129743
633	0.4350059906
634	0.4349904759
635	0.4349839137
636	0.4349692889
637	0.4349626325
638	0.4349451006
639	0.4349299588
640	0.4349222705
641	0.4349154963
642	0.4349002363
643	0.4348917973
644	0.4348767006
645	0.4348590245
646	0.4348529057
647	0.4348431998
648	0.4348355803
649	0.4348248894
650	0.434818606
651	0.4348121349
652	0.4348064141
653	0.4348003648
654	0.4347904468
655	0.434772181
656	0.4347644899
657	0.434749295
658	0.4347388833
659	0.4347311213
660	0.4347245082
661	0.4347138614
662	0.4347053485
663	0.4346981722
664	0.4346906909
665	0.434678425
666	0.4346702632
667	0.4346624765
668	0.4346567067
669	0.434649858
670	0.4346351046
671	0.4346297333
672	0.434623752
673	0.4346127978
674	0.434595674
675	0.4345853759
676	0.4345766024
677	0.4345698463
678	0.4345584919
679	0.4345530023
680	0.4345465976
681	0.4345403102
682	0.4345339758
683	0.4345281574
684	0.4345227378
685	0.4345169896
686	0.434510256
687	0.4345007771
688	0.4344883886
689	0.4344773136
690	0.4344681391
691	0.4344607711
692	0.4344547171
693	0.4344491792
694	0.4344430077
695	0.4344344426
696	0.4344187667
697	0.4344031137
698	0.434393257
699	0.4343853245
700	0.4343752797
701	0.4343652111
702	0.4343542738
703	0.4343490398
704	0.4343420689
705	0.4343342763
706	0.434328197
707	0.4343146299
708	0.4343081983
709	0.4343021656
710	0.4342944662
711	0.4342884333
712	0.4342785271
713	0.4342719071
714	0.4342656392
715	0.4342531265
716	0.434244182
717	0.4342380076
718	0.4342260341
719	0.434217582
720	0.4342019453
721	0.434188116
722	0.4341808841
723	0.4341748732
724	0.4341676411
725	0.4341539046
726	0.4341461556
727	0.4341407078
728	0.4341321132
729	0.4341265712
730	0.4341159802
731	0.4341088176
732	0.4340930126
733	0.4340866951
734	0.4340800252
735	0.4340741773
736	0.4340671549
737	0.4340566564
738	0.4340491406
739	0.4340435975
740	0.4340308671
741	0.4340201093
742	0.4340128512
743	0.4340038782
744	0.433990348
745	0.4339834182
746	0.4339739278
747	0.433966528
748	0.4339597388
749	0.4339478752
750	0.4339398875
751	0.4339339437
752	0.4339187432
753	0.43390373
754	0.433896376
755	0.4338824664
756	0.4338767098
757	0.4338701072
758	0.4338619537
759	0.4338547399
760	0.4338499463
761	0.4338449647
762	0.4338355418
763	0.4338275756
764	0.4338204083
765	0.4338072483
766	0.4338010206
767	0.4337929128
768	0.4337861679
769	0.4337709387
770	0.433764499
771	0.4337580592
772	0.4337468716
773	0.4337421239
774	0.4337344145
775	0.4337230148
776	0.4337176086
777	0.4337087471
778	0.4336993212
779	0.4336896365
780	0.4336770837
781	0.4336682684
782	0.4336616626
783	0.433651836
784	0.433642597
785	0.4336362259
786	0.4336312419
787	0.4336205447
788	0.4336129508
789	0.4336068144
790	0.4335904973
791	0.4335821739
792	0.4335766719
793	0.4335663967
794	0.4335606359
795	0.4335451165
796	0.4335338999
797	0.4335246584
798	0.43351671
799	0.433510972
800	0.4335066215
801	0.433500366
802	0.4334940164
803	0.4334881135
804	0.4334799528
805	0.43347071
806	0.4334651596
807	0.4334585508
808	0.433452765
809	0.4334417812
810	0.4334356659
811	0.4334255284
812	0.4334204714
813	0.433412921
814	0.4334015128
815	0.4333924801
816	0.4333765548
817	0.4333719206
818	0.4333596409
819	0.4333482549
820	0.4333368685
821	0.4333276933
822	0.4333222822
823	0.4333128009
824	0.4333069661
825	0.4333009665
826	0.4332953198
827	0.4332804733
828	0.4332752734
829	0.4332668969
830	0.4332580732
831	0.433242143
832	0.433235766
833	0.4332307068
834	0.4332245885
835	0.4332111986
836	0.4332041858
837	0.4331980201
838	0.4331846058
839	0.433175851
840	0.4331695908
841	0.4331645307
842	0.4331550224
843	0.4331483853
844	0.4331382411
845	0.4331315096
846	0.4331232244
847	0.4331162338
848	0.4331104669
849	0.4331046765
850	0.4330985329
851	0.4330922951
852	0.4330856805
853	0.4330787834
854	0.4330699794
855	0.4330636705
856	0.4330583503
857	0.4330500167
858	0.4330356797
859	0.4330282168
860	0.433022849
861	0.4330125606
862	0.4330048148
863	0.4329933723
864	0.4329807522
865	0.432968485
866	0.432961115
867	0.432954004
868	0.4329428427
869	0.4329294677
870	0.4329178819
871	0.4329124892
872	0.432903305
873	0.432896146
874	0.4328869379
875	0.4328818981
876	0.4328738908
877	0.4328603723
878	0.4328542488
879	0.4328488789
880	0.4328342055
881	0.4328281287
882	0.4328231589
883	0.4328158807
884	0.432810581
885	0.4328063412
886	0.4327994396
887	0.4327932917
888	0.4327862721
889	0.4327723975
890	0.4327652598
891	0.4327592056
892	0.4327545413
893	0.4327438931
894	0.4327366607
895	0.4327274964
896	0.4327193213
897	0.4327145387
898	0.4327096383
899	0.4327024524
900	0.4326899653
901	0.4326745796
902	0.432663364
903	0.4326477654
904	0.4326418509
905	0.4326271941
906	0.4326193942
907	0.4326086956
908	0.4326018615
909	0.4325936605
910	0.4325880517
911	0.4325815709
912	0.4325712956
913	0.4325597238
914	0.4325483402
915	0.4325423066
916	0.4325339866
917	0.4325288955
918	0.4325222724
919	0.4325127263
920	0.4325077529
921	0.4325022137
922	0.4324955901
923	0.4324858313
924	0.4324712635
925	0.4324657474
926	0.4324602784
927	0.4324551393
928	0.4324421028
929	0.4324311405
930	0.4324244451
931	0.4324177967
932	0.4324118556
933	0.4323996901
934	0.432390943
935	0.432384577
936	0.4323771736
937	0.4323703595
938	0.4323596783
939	0.4323542786
940	0.4323489733
941	0.4323437857
942	0.4323362165
943	0.4323306043
944	0.4323210541
945	0.4323131543
946	0.4323054667
947	0.432295963
948	0.4322893127
949	0.4322821434
950	0.4322767192
951	0.4322640783
952	0.4322577105
953	0.4322502341
954	0.4322416019
955	0.4322324034
956	0.4322228982
957	0.432217544
958	0.4322116237
959	0.4322053023
960	0.4321986742
961	0.4321821388
962	0.4321752508
963	0.4321646592
964	0.4321598233
965	0.4321535955
966	0.4321438762
967	0.4321315616
968	0.4321226439
969	0.4321170762
970	0.4321082762
971	0.43210226
972	0.4320969279
973	0.4320910767
974	0.4320823941
975	0.4320773213
976	0.4320717058
977	0.4320672464
978	0.4320609229
979	0.4320542218
980	0.4320423058
981	0.4320294691
982	0.4320172693
983	0.4320117474
984	0.4320010809
985	0.4319950633
986	0.4319902726
987	0.431984656
988	0.4319791809
989	0.4319653276
990	0.4319601354
991	0.431954188
992	0.4319489957
993	0.4319367699
994	0.4319279662
995	0.4319172033
996	0.4319113261
997	0.4319043158
998	0.4318935287
999	0.4318871554
1000	0.4318792477
1001	0.4318719772
1002	0.4318608116
1003	0.4318550752
1004	0.4318483945
1005	0.431843437
1006	0.4318294141
1007	0.4318237954
1008	0.4318110703
1009	0.4318056638
1010	0.4317995962
1011	0.4317943548
1012	0.431781983
1013	0.4317768595
1014	0.4317720665
1015	0.4317589385
1016	0.4317537911
1017	0.431743378
1018	0.4317381123
1019	0.4317327521
1020	0.4317248888
1021	0.4317194813
1022	0.4317147821
1023	0.4317081936
1024	0.4317030692
1025	0.4316972599
1026	0.4316856647
1027	0.4316813666
1028	0.4316703377
1029	0.4316578443
1030	0.4316477832
1031	0.4316413827
1032	0.4316355725
1033	0.4316270934
1034	0.4316202674
1035	0.4316159687
1036	0.4316108432
1037	0.4316054105
1038	0.4315919232
1039	0.4315820967
1040	0.4315769944
1041	0.4315624195
1042	0.4315526869
1043	0.4315471827
1044	0.4315345912
1045	0.4315261337
1046	0.4315160695
1047	0.4315111082
1048	0.4314974761
1049	0.4314909316
1050	0.4314853321
1051	0.4314809611
1052	0.4314709668
1053	0.4314654615
1054	0.4314609722
1055	0.4314511191
1056	0.4314452592
1057	0.431437178
1058	0.4314234018
1059	0.431417825
1060	0.4314105704
1061	0.4314010706
1062	0.4313884749
1063	0.4313833467
1064	0.4313773204
1065	0.431364653
1066	0.4313599027
1067	0.431352009
1068	0.4313474239
1069	0.4313425789
1070	0.4313378755
1071	0.4313270033
1072	0.4313212126
1073	0.4313153509
1074	0.4313103873
1075	0.4313044781
1076	0.4312950942
1077	0.4312842919
1078	0.4312796825
1079	0.4312687852
1080	0.4312631591
1081	0.4312583131
1082	0.4312526869
1083	0.4312486918
1084	0.4312428055
1085	0.431238503
1086	0.4312314581
1087	0.4312256188
1088	0.4312142946
1089	0.4312085969
1090	0.4312039867
1091	0.4311977451
1092	0.4311898484
1093	0.4311832047
1094	0.4311759461
1095	0.4311719266
1096	0.4311608611
1097	0.4311457756
1098	0.431141141
1099	0.4311326994
1100	0.4311246124
1101	0.4311200013
1102	0.4311148462
1103	0.4311087216
1104	0.4311007287
1105	0.4310963774
1106	0.4310916241
1107	0.4310865633
1108	0.4310775767
1109	0.4310727759
1110	0.4310621336
1111	0.4310575927
1112	0.4310526971
1113	0.4310434733
1114	0.4310376314
1115	0.4310330904
1116	0.4310283127
1117	0.4310237006
1118	0.4310180713
1119	0.4310130806
1120	0.4309994801
1121	0.4309942763
1122	0.4309894746
1123	0.4309833481
1124	0.4309760625
1125	0.4309652049
1126	0.4309567835
1127	0.4309503964
1128	0.4309409811
1129	0.4309335529
1130	0.4309270708
1131	0.4309230017
1132	0.4309138697
1133	0.4309011415
1134	0.4308869932
1135	0.4308814568
1136	0.4308764646
1137	0.4308702182
1138	0.4308600441
1139	0.4308502956
1140	0.430845232
1141	0.4308385592
1142	0.4308341107
1143	0.4308289522
1144	0.4308234388
1145	0.430817168
1146	0.4308088857
1147	0.4308042002
1148	0.4307904748
1149	0.4307852448
1150	0.430781127
1151	0.4307757786
1152	0.4307706431
1153	0.4307635432
1154	0.4307522306
1155	0.4307436157
1156	0.4307378171
1157	0.4307299593
1158	0.4307261724
1159	0.4307204682
1160	0.4307152847
1161	0.4307095094
1162	0.4306986924
1163	0.4306874017
1164	0.4306808685
1165	0.4306756136
1166	0.4306667604
1167	0.4306614106
1168	0.4306562737
1169	0.4306511131
1170	0.430646568
1171	0.4306400342
1172	0.4306340685
1173	0.4306285999
1174	0.4306228471
1175	0.4306169759
1176	0.4306111756
1177	0.4306012794
1178	0.4305928983
1179	0.4305830017
1180	0.4305720868
1181	0.4305632552
1182	0.4305561519
1183	0.4305499719
1184	0.4305446443
1185	0.4305329233
1186	0.4305261747
1187	0.4305210599
1188	0.4305158977
1189	0.4305070887
1190	0.4304999845
1191	0.4304886175
1192	0.4304837627
1193	0.4304788606
1194	0.4304739347
1195	0.4304623539
1196	0.4304520516
1197	0.4304431229
1198	0.4304372018
1199	0.4304274201
1200	0.4304169038
1201	0.430404374
1202	0.4303992578
1203	0.4303952311
1204	0.4303883856
1205	0.4303811136
1206	0.430375926
1207	0.430365598
1208	0.4303604577
1209	0.4303542986
1210	0.4303495845
1211	0.4303375976
1212	0.4303291639
1213	0.4303175081
1214	0.4303052597
1215	0.4302892202
1216	0.4302819702
1217	0.4302774212
1218	0.4302689152
1219	0.4302595562
1220	0.430253988
1221	0.4302478985
1222	0.4302381124
1223	0.4302326862
1224	0.4302274494
1225	0.4302138004
1226	0.4302055301
1227	0.4302009329
1228	0.4301878991
1229	0.4301747228
1230	0.4301691772
1231	0.4301598634
1232	0.430150099
1233	0.4301374904
1234	0.4301313755
1235	0.4301208046
1236	0.430115448
1237	0.4301095698
1238	0.4301038101
1239	0.4300985007
1240	0.4300889246
1241	0.4300815053
1242	0.4300733748
1243	0.4300689894
1244	0.4300624943
1245	0.4300550509
1246	0.430050215
1247	0.4300458057
1248	0.4300411356
1249	0.4300293535
1250	0.4300244935
1251	0.430018543
1252	0.4300145839
1253	0.4300093444
1254	0.4300046502
1255	0.4299977274
1256	0.4299893582
1257	0.4299806806
1258	0.42997518
1259	0.4299680907
1260	0.429963728
1261	0.4299557849
1262	0.4299502839
1263	0.4299376457
1264	0.4299327136
1265	0.4299288485
1266	0.4299236318
1267	0.4299157354
1268	0.429911301
1269	0.4298997287
1270	0.4298956499
1271	0.4298898636
1272	0.429885263
1273	0.429876109
1274	0.4298668125
1275	0.4298580613
1276	0.4298476497
1277	0.4298348424
1278	0.4298275611
1279	0.4298237188
1280	0.4298154885
1281	0.4298058586
1282	0.4297999288
1283	0.4297901088
1284	0.4297848429
1285	0.4297767068
1286	0.429766317
1287	0.4297624504
1288	0.4297525821
1289	0.4297467702
1290	0.4297369727
1291	0.4297330821
1292	0.4297281477
1293	0.4297208645
1294	0.4297158113
1295	0.429706369
1296	0.4297001768
1297	0.4296924899
1298	0.4296850638
1299	0.4296771393
1300	0.4296720855
1301	0.4296646828
1302	0.4296589646
1303	0.4296470296
1304	0.4296366129
1305	0.4296242502
1306	0.4296135482
1307	0.4296017781
1308	0.4295955607
1309	0.4295905772
1310	0.4295807524
1311	0.4295731108
1312	0.4295652317
1313	0.4295592985
1314	0.4295515853
1315	0.4295475269
1316	0.4295421157
1317	0.4295363483
1318	0.429530937
1319	0.4295210871
1320	0.4295130884
1321	0.429506395
1322	0.4295005322
1323	0.4294954527
1324	0.429486053
1325	0.4294810208
1326	0.4294712172
1327	0.4294661136
1328	0.4294587073
1329	0.4294494018
1330	0.4294380308
1331	0.42942533
1332	0.4294195373
1333	0.4294126763
1334	0.4294070259
1335	0.4293938019
1336	0.4293886261
1337	0.4293789392
1338	0.4293742618
1339	0.4293622477
1340	0.4293533675
1341	0.429349236
1342	0.4293364376
1343	0.429332116
1344	0.4293251823
1345	0.4293142354
1346	0.4293017921
1347	0.4292964965
1348	0.4292912721
1349	0.4292794694
1350	0.4292711574
1351	0.4292649827
1352	0.4292590691
1353	0.4292527518
1354	0.429239523
1355	0.4292300939
1356	0.4292241087
1357	0.4292098814
1358	0.4292011405
1359	0.4291928033
1360	0.4291848222
1361	0.4291751782
1362	0.4291701423
1363	0.4291624459
1364	0.4291566734
1365	0.4291514711
1366	0.4291441544
1367	0.4291341768
1368	0.4291275488
1369	0.4291228925
1370	0.4291168107
1371	0.4291110376
1372	0.4290979708
1373	0.4290941694
1374	0.42908564
1375	0.4290783935
1376	0.4290706479
1377	0.429066086
1378	0.4290594331
1379	0.4290493823
1380	0.429044939
1381	0.4290397828
1382	0.4290352443
1383	0.4290294702
1384	0.4290236247
1385	0.4290167098
1386	0.4290107453
1387	0.4290006696
1388	0.4289923047
1389	0.428986221
1390	0.4289804462
1391	0.4289749328
1392	0.4289689677
1393	0.4289630738
1394	0.4289562292
1395	0.4289470079
1396	0.4289390935
1397	0.4289346491
1398	0.4289292301
1399	0.4289243814
1400	0.42891428
1401	0.4289105245
1402	0.4289005416
1403	0.4288909149
1404	0.428884711
1405	0.4288756783
1406	0.428866788
1407	0.4288608689
1408	0.4288563286
1409	0.4288467485
1410	0.4288381904
1411	0.42883384
1412	0.4288260424
1413	0.4288205032
1414	0.4288134899
1415	0.4288079743
1416	0.4288032907
1417	0.4287969429
1418	0.4287888831
1419	0.4287812273
1420	0.4287688875
1421	0.4287648455
1422	0.4287544549
1423	0.4287448488
1424	0.4287371447
1425	0.4287297971
1426	0.428724756
1427	0.4287154821
1428	0.4287115347
1429	0.4287060178
1430	0.428694413
1431	0.4286870647
1432	0.4286809529
1433	0.4286761729
1434	0.4286715116
1435	0.4286658991
1436	0.4286616182
1437	0.4286540553
1438	0.428642687
1439	0.4286358135
1440	0.4286313183
1441	0.4286198304
1442	0.4286100785
1443	0.4286048933
1444	0.4285986377
1445	0.428592263
1446	0.4285838663
1447	0.4285776817
1448	0.4285733287
1449	0.4285675721
1450	0.4285625528
1451	0.4285556067
1452	0.428550849
1453	0.4285421185
1454	0.4285355051
1455	0.4285314371
1456	0.4285241098
1457	0.4285197562
1458	0.4285107871
1459	0.4285045777
1460	0.428499177
1461	0.4284947042
1462	0.4284893748
1463	0.4284812379
1464	0.4284721491
1465	0.4284667718
1466	0.4284586107
1467	0.4284533046
1468	0.4284481413
1469	0.4284396704
1470	0.4284305569
1471	0.4284233945
1472	0.4284141855
1473	0.4284089741
1474	0.4284042147
1475	0.4283988842
1476	0.4283876043
1477	0.4283817738
1478	0.4283682563
1479	0.4283636394
1480	0.4283595459
1481	0.4283542148
1482	0.4283457421
1483	0.4283362696
1484	0.4283287724
1485	0.4283237266
1486	0.4283156341
1487	0.4283117306
1488	0.4283032094
1489	0.4282983061
1490	0.4282937836
1491	0.4282824533
1492	0.4282715511
1493	0.4282599584
1494	0.4282545546
1495	0.4282490556
1496	0.4282384859
1497	0.428233939
1498	0.428228154
1499	0.4282180123
1500	0.4282141079
1501	0.4282101321
1502	0.4282028945
1503	0.4281930141
1504	0.4281887286
1505	0.4281840144
1506	0.4281768479
1507	0.4281717288
1508	0.4281677526
1509	0.4281624191
1510	0.4281548712
1511	0.4281486328
1512	0.4281387988
1513	0.4281346079
